"cds_id","gene","locus_tag","protein","protein_id"
"lcl_NZ_CP166677.1_cds_WP_054021192.1_1576","kdpB","ABFT21_RS07940","potassium-transporting ATPase subunit KdpB","WP_054021192.1"
"lcl_NZ_CP166677.1_cds_WP_054021193.1_1577","kdpA","ABFT21_RS07945","potassium-transporting ATPase subunit KdpA","WP_054021193.1"
"lcl_NZ_CP166677.1_cds_WP_082368427.1_1578","kdpF","ABFT21_RS07950","K(+)-transporting ATPase subunit F","WP_082368427.1"
"lcl_NZ_CP166677.1_cds_WP_054021194.1_1579",NA,"ABFT21_RS07955","MerR family transcriptional regulator","WP_054021194.1"
"lcl_NZ_CP166677.1_cds_WP_082368428.1_1580",NA,"ABFT21_RS07960","NAD(P)/FAD-dependent oxidoreductase","WP_082368428.1"
"lcl_NZ_CP166677.1_cds_WP_054021196.1_1581",NA,"ABFT21_RS07965","high-potential iron-sulfur protein","WP_054021196.1"
"lcl_NZ_CP166677.1_cds_WP_054021197.1_1582",NA,"ABFT21_RS07970","FAD-binding domain-containing protein","WP_054021197.1"
"lcl_NZ_CP166677.1_cds_WP_054021215.1_1583",NA,"ABFT21_RS07975","cryptochrome/deoxyribodipyrimidine photo-lyase family protein","WP_054021215.1"
"lcl_NZ_CP166677.1_cds_WP_054021198.1_1584",NA,"ABFT21_RS07980","SDR family NAD(P)-dependent oxidoreductase","WP_054021198.1"
"lcl_NZ_CP166677.1_cds_WP_054021199.1_1585",NA,"ABFT21_RS07985","monovalent cation:proton antiporter-2 (CPA2) family protein","WP_054021199.1"
"lcl_NZ_CP166677.1_cds_WP_054021200.1_1586","kefF","ABFT21_RS07990","glutathione-regulated potassium-efflux system oxidoreductase KefF","WP_054021200.1"
"lcl_NZ_CP166677.1_cds_WP_054021201.1_1587",NA,"ABFT21_RS07995","LacI family DNA-binding transcriptional regulator","WP_054021201.1"
"lcl_NZ_CP166677.1_cds_WP_054021202.1_1588",NA,"ABFT21_RS08000","GH1 family beta-glucosidase","WP_054021202.1"
"lcl_NZ_CP166677.1_cds_WP_054021203.1_1589",NA,"ABFT21_RS08005","glycoside hydrolase family 16 protein","WP_054021203.1"
"lcl_NZ_CP166677.1_cds_WP_082368429.1_1590",NA,"ABFT21_RS08010","glycoside hydrolase family 17 protein","WP_082368429.1"
"lcl_NZ_CP166677.1_cds_WP_054021204.1_1591",NA,"ABFT21_RS08015","glycosyl hydrolase family 17 protein","WP_054021204.1"
"lcl_NZ_CP166677.1_cds_WP_054021205.1_1592",NA,"ABFT21_RS08020","MFS transporter","WP_054021205.1"
"lcl_NZ_CP166677.1_cds_WP_054021206.1_1593",NA,"ABFT21_RS08025","hypothetical protein","WP_054021206.1"
"lcl_NZ_CP166677.1_cds_WP_054021207.1_1594",NA,"ABFT21_RS08030","glycosyl hydrolase family 17 protein","WP_054021207.1"
"lcl_NZ_CP166677.1_cds_WP_054021208.1_1595",NA,"ABFT21_RS08035","hypothetical protein","WP_054021208.1"
"lcl_NZ_CP166677.1_cds_WP_157549051.1_1596",NA,"ABFT21_RS08040","glycosyl hydrolase","WP_157549051.1"
"lcl_NZ_CP166677.1_cds_WP_463938069.1_1597",NA,"ABFT21_RS08045","Ig-like domain-containing protein","WP_463938069.1"
"lcl_NZ_CP166677.1_cds_WP_054019411.1_1598",NA,"ABFT21_RS08050","LysR family transcriptional regulator","WP_054019411.1"
"lcl_NZ_CP166677.1_cds_WP_054019412.1_1599",NA,"ABFT21_RS08055","aspartate aminotransferase family protein","WP_054019412.1"
"lcl_NZ_CP166677.1_cds_WP_393937843.1_1600",NA,"ABFT21_RS08060","Fic family protein","WP_393937843.1"
"lcl_NZ_CP166677.1_cds_WP_054019413.1_1601",NA,"ABFT21_RS08070","alpha/beta hydrolase","WP_054019413.1"
"lcl_NZ_CP166677.1_cds_WP_054019420.1_1602",NA,"ABFT21_RS08075","YchJ family protein","WP_054019420.1"
"lcl_NZ_CP166677.1_cds_WP_157548763.1_1603","imuA","ABFT21_RS08080","translesion DNA synthesis-associated protein ImuA","WP_157548763.1"
"lcl_NZ_CP166677.1_cds_WP_054019414.1_1604",NA,"ABFT21_RS08085","Y-family DNA polymerase","WP_054019414.1"
"lcl_NZ_CP166677.1_cds_WP_054019415.1_1605","atpE","ABFT21_RS08090","F0F1 ATP synthase subunit C","WP_054019415.1"
"lcl_NZ_CP166677.1_cds_WP_157548765.1_1606",NA,"ABFT21_RS08095","helix-turn-helix domain-containing protein","WP_157548765.1"
"lcl_NZ_CP166677.1_cds_WP_082368095.1_1607",NA,"ABFT21_RS08100","mechanosensitive ion channel family protein","WP_082368095.1"
"lcl_NZ_CP166677.1_cds_WP_054019416.1_1608",NA,"ABFT21_RS08105","hypothetical protein","WP_054019416.1"
"lcl_NZ_CP166677.1_cds_WP_054019417.1_1609",NA,"ABFT21_RS08110","response regulator transcription factor","WP_054019417.1"
"lcl_NZ_CP166677.1_cds_WP_054019418.1_1610",NA,"ABFT21_RS08115","hybrid sensor histidine kinase/response regulator","WP_054019418.1"
"lcl_NZ_CP166677.1_cds_WP_463938070.1_1611",NA,"ABFT21_RS08120","methyl-accepting chemotaxis protein","WP_463938070.1"
"lcl_NZ_CP166677.1_cds_WP_197284771.1_1612",NA,"ABFT21_RS08130","translocation/assembly module TamB domain-containing protein","WP_197284771.1"
"lcl_NZ_CP166677.1_cds_WP_054022384.1_1613",NA,"ABFT21_RS08135","autotransporter assembly complex protein TamA","WP_054022384.1"
"lcl_NZ_CP166677.1_cds_WP_054022385.1_1614",NA,"ABFT21_RS08140","vWA domain-containing protein","WP_054022385.1"
"lcl_NZ_CP166677.1_cds_WP_054022386.1_1615",NA,"ABFT21_RS08145","GNAT family N-acetyltransferase","WP_054022386.1"
"lcl_NZ_CP166677.1_cds_WP_054022387.1_1616",NA,"ABFT21_RS08150","hypothetical protein","WP_054022387.1"
"lcl_NZ_CP166677.1_cds_WP_054022388.1_1617",NA,"ABFT21_RS08155","AAA family ATPase","WP_054022388.1"
"lcl_NZ_CP166677.1_cds_WP_054022389.1_1618",NA,"ABFT21_RS08160","c-type cytochrome","WP_054022389.1"
"lcl_NZ_CP166677.1_cds_WP_054022390.1_1619",NA,"ABFT21_RS08165","cyclic di-GMP phosphodiesterase","WP_054022390.1"
"lcl_NZ_CP166677.1_cds_WP_054022391.1_1620",NA,"ABFT21_RS08170","ABC transporter substrate-binding protein","WP_054022391.1"
"lcl_NZ_CP166677.1_cds_WP_054022392.1_1621",NA,"ABFT21_RS08175","aromatic ring-hydroxylating oxygenase subunit alpha","WP_054022392.1"
"lcl_NZ_CP166677.1_cds_WP_157549274.1_1622",NA,"ABFT21_RS08180","adenosine deaminase","WP_157549274.1"
"lcl_NZ_CP166677.1_cds_WP_054022394.1_1623",NA,"ABFT21_RS08185","sensor histidine kinase","WP_054022394.1"
"lcl_NZ_CP166677.1_cds_WP_054022395.1_1624",NA,"ABFT21_RS08190","response regulator","WP_054022395.1"
"lcl_NZ_CP166677.1_cds_WP_054022396.1_1625",NA,"ABFT21_RS08195","putative bifunctional diguanylate cyclase/phosphodiesterase","WP_054022396.1"
"lcl_NZ_CP166677.1_cds_WP_054022397.1_1626",NA,"ABFT21_RS08200","hypothetical protein","WP_054022397.1"
"lcl_NZ_CP166677.1_cds_WP_082368635.1_1627",NA,"ABFT21_RS08205","dioxygenase family protein","WP_082368635.1"
"lcl_NZ_CP166677.1_cds_WP_054022398.1_1628",NA,"ABFT21_RS08210","ABC transporter permease","WP_054022398.1"
"lcl_NZ_CP166677.1_cds_WP_082368637.1_1629",NA,"ABFT21_RS08215","methyl-accepting chemotaxis protein","WP_082368637.1"
"lcl_NZ_CP166677.1_cds_WP_054022399.1_1630",NA,"ABFT21_RS08220","chemotaxis protein CheW","WP_054022399.1"
"lcl_NZ_CP166677.1_cds_WP_463938071.1_1631",NA,"ABFT21_RS08225","methyl-accepting chemotaxis protein","WP_463938071.1"
"lcl_NZ_CP166677.1_cds_WP_054021978.1_1632",NA,"ABFT21_RS08230","chemotaxis protein CheA","WP_054021978.1"
"lcl_NZ_CP166677.1_cds_WP_054021977.1_1633",NA,"ABFT21_RS08235","response regulator","WP_054021977.1"
"lcl_NZ_CP166677.1_cds_WP_393939578.1_1634",NA,"ABFT21_RS08240","hypothetical protein","WP_393939578.1"
"lcl_NZ_CP166677.1_cds_WP_054021976.1_1635",NA,"ABFT21_RS08245","hybrid sensor histidine kinase/response regulator","WP_054021976.1"
"lcl_NZ_CP166677.1_cds_WP_054021975.1_1636",NA,"ABFT21_RS08250","response regulator","WP_054021975.1"
"lcl_NZ_CP166677.1_cds_WP_054021974.1_1637","greB","ABFT21_RS08255","transcription elongation factor GreB","WP_054021974.1"
"lcl_NZ_CP166677.1_cds_WP_054021973.1_1638",NA,"ABFT21_RS08260","thymidine kinase","WP_054021973.1"
"lcl_NZ_CP166677.1_cds_WP_054021972.1_1639",NA,"ABFT21_RS08265","RelA/SpoT family protein","WP_054021972.1"
"lcl_NZ_CP166677.1_cds_WP_054021971.1_1640","rpoZ","ABFT21_RS08270","DNA-directed RNA polymerase subunit omega","WP_054021971.1"
"lcl_NZ_CP166677.1_cds_WP_054021970.1_1641","gmk","ABFT21_RS08275","guanylate kinase","WP_054021970.1"
"lcl_NZ_CP166677.1_cds_WP_054021969.1_1642",NA,"ABFT21_RS08280","DUF6691 family protein","WP_054021969.1"
"lcl_NZ_CP166677.1_cds_WP_054021968.1_1643",NA,"ABFT21_RS08285","YeeE/YedE family protein","WP_054021968.1"
"lcl_NZ_CP166677.1_cds_WP_054021967.1_1644",NA,"ABFT21_RS08290","ArsR/SmtB family transcription factor","WP_054021967.1"
"lcl_NZ_CP166677.1_cds_WP_054021966.1_1645",NA,"ABFT21_RS08295","ATP-binding protein","WP_054021966.1"
"lcl_NZ_CP166677.1_cds_WP_054021965.1_1646",NA,"ABFT21_RS08300","HDOD domain-containing protein","WP_054021965.1"
"lcl_NZ_CP166677.1_cds_WP_082368556.1_1647",NA,"ABFT21_RS08305","CaiB/BaiF CoA transferase family protein","WP_082368556.1"
"lcl_NZ_CP166677.1_cds_WP_054021964.1_1648",NA,"ABFT21_RS08310","MFS transporter","WP_054021964.1"
"lcl_NZ_CP166677.1_cds_WP_082368555.1_1649",NA,"ABFT21_RS08315","lipocalin family protein","WP_082368555.1"
"lcl_NZ_CP166677.1_cds_WP_197284745.1_1650","amt","ABFT21_RS08320","ammonium transporter","WP_197284745.1"
"lcl_NZ_CP166677.1_cds_WP_054021963.1_1651",NA,"ABFT21_RS08325","amino acid ABC transporter substrate-binding protein","WP_054021963.1"
"lcl_NZ_CP166677.1_cds_WP_054021962.1_1652",NA,"ABFT21_RS08330","hypothetical protein","WP_054021962.1"
"lcl_NZ_CP166677.1_cds_WP_054021961.1_1653",NA,"ABFT21_RS08335","hemolysin family protein","WP_054021961.1"
"lcl_NZ_CP166677.1_cds_WP_054021960.1_1654",NA,"ABFT21_RS08340","hypothetical protein","WP_054021960.1"
"lcl_NZ_CP166677.1_cds_WP_082368554.1_1655",NA,"ABFT21_RS08345","c-type cytochrome","WP_082368554.1"
"lcl_NZ_CP166677.1_cds_WP_082368553.1_1656",NA,"ABFT21_RS08350","c-type cytochrome","WP_082368553.1"
"lcl_NZ_CP166677.1_cds_WP_054021959.1_1657",NA,"ABFT21_RS08355","TlpA family protein disulfide reductase","WP_054021959.1"
"lcl_NZ_CP166677.1_cds_WP_054021958.1_1658",NA,"ABFT21_RS08360","pseudouridine-5'-phosphate glycosidase","WP_054021958.1"
"lcl_NZ_CP166677.1_cds_WP_054021957.1_1659",NA,"ABFT21_RS08365","sensor histidine kinase","WP_054021957.1"
"lcl_NZ_CP166677.1_cds_WP_082368552.1_1660",NA,"ABFT21_RS08370","response regulator","WP_082368552.1"
"lcl_NZ_CP166677.1_cds_WP_054021956.1_1661",NA,"ABFT21_RS08375","EAL domain-containing protein","WP_054021956.1"
"lcl_NZ_CP166677.1_cds_WP_054021955.1_1662",NA,"ABFT21_RS08380","LysR family transcriptional regulator","WP_054021955.1"
"lcl_NZ_CP166677.1_cds_WP_054021954.1_1663",NA,"ABFT21_RS08385","porin","WP_054021954.1"
"lcl_NZ_CP166677.1_cds_WP_054021953.1_1664",NA,"ABFT21_RS08390","4-oxalomesaconate tautomerase","WP_054021953.1"
"lcl_NZ_CP166677.1_cds_WP_054021952.1_1665",NA,"ABFT21_RS08395","DUF1826 domain-containing protein","WP_054021952.1"
"lcl_NZ_CP166677.1_cds_WP_054021951.1_1666",NA,"ABFT21_RS08400","response regulator","WP_054021951.1"
"lcl_NZ_CP166677.1_cds_WP_393939539.1_1667",NA,"ABFT21_RS08405","alpha/beta fold hydrolase","WP_393939539.1"
"lcl_NZ_CP166677.1_cds_WP_082368550.1_1668",NA,"ABFT21_RS08410","beta-keto acid cleavage family enzyme","WP_082368550.1"
"lcl_NZ_CP166677.1_cds_WP_054021948.1_1669",NA,"ABFT21_RS08415","tripartite tricarboxylate transporter substrate binding protein","WP_054021948.1"
"lcl_NZ_CP166677.1_cds_WP_082368549.1_1670",NA,"ABFT21_RS08420","beta-keto acid cleavage family enzyme","WP_082368549.1"
"lcl_NZ_CP166677.1_cds_WP_054021947.1_1671",NA,"ABFT21_RS08425","HpcH/HpaI aldolase family protein","WP_054021947.1"
"lcl_NZ_CP166677.1_cds_WP_054021946.1_1672",NA,"ABFT21_RS08430","GntR family transcriptional regulator","WP_054021946.1"
"lcl_NZ_CP166677.1_cds_WP_157549198.1_1673",NA,"ABFT21_RS08435","hypothetical protein","WP_157549198.1"
"lcl_NZ_CP166677.1_cds_WP_054021944.1_1674",NA,"ABFT21_RS08440","TonB-dependent hemoglobin/transferrin/lactoferrin family receptor","WP_054021944.1"
"lcl_NZ_CP166677.1_cds_WP_054021943.1_1675",NA,"ABFT21_RS08445","hemin-degrading factor","WP_054021943.1"
"lcl_NZ_CP166677.1_cds_WP_231638223.1_1676",NA,"ABFT21_RS08450","heme/hemin ABC transporter substrate-binding protein","WP_231638223.1"
"lcl_NZ_CP166677.1_cds_WP_082368548.1_1677",NA,"ABFT21_RS08455","FecCD family ABC transporter permease","WP_082368548.1"
"lcl_NZ_CP166677.1_cds_WP_197284744.1_1678",NA,"ABFT21_RS08460","ATP-binding cassette domain-containing protein","WP_197284744.1"
"lcl_NZ_CP166677.1_cds_WP_197284743.1_1679",NA,"ABFT21_RS08465","energy transducer TonB","WP_197284743.1"
"lcl_NZ_CP166677.1_cds_WP_054021941.1_1680",NA,"ABFT21_RS08470","hypothetical protein","WP_054021941.1"
"lcl_NZ_CP166677.1_cds_WP_054021940.1_1681",NA,"ABFT21_RS08475","nuclease-related domain-containing protein","WP_054021940.1"
"lcl_NZ_CP166677.1_cds_WP_054021939.1_1682",NA,"ABFT21_RS08480","type II toxin-antitoxin system HipA family toxin","WP_054021939.1"
"lcl_NZ_CP166677.1_cds_WP_369691175.1_1683",NA,"ABFT21_RS08485","helix-turn-helix domain-containing protein","WP_369691175.1"
"lcl_NZ_CP166677.1_cds_WP_231638222.1_1684",NA,"ABFT21_RS08490","TOTE conflict system archaeo-eukaryotic primase domain-containing protein","WP_231638222.1"
"lcl_NZ_CP166677.1_cds_WP_082368546.1_1685",NA,"ABFT21_RS08495","type II toxin-antitoxin system RelE/ParE family toxin","WP_082368546.1"
"lcl_NZ_CP166677.1_cds_WP_054021988.1_1686",NA,"ABFT21_RS08500","type II toxin-antitoxin system ParD family antitoxin","WP_054021988.1"
"lcl_NZ_CP166677.1_cds_WP_054021937.1_1687",NA,"ABFT21_RS08505","tyrosine-type recombinase/integrase","WP_054021937.1"
"lcl_NZ_CP166677.1_cds_WP_054021936.1_1688",NA,"ABFT21_RS08510","YicC/YloC family endoribonuclease","WP_054021936.1"
"lcl_NZ_CP166677.1_cds_WP_054021935.1_1689",NA,"ABFT21_RS08515","serine/threonine protein kinase","WP_054021935.1"
"lcl_NZ_CP166677.1_cds_WP_054021934.1_1690",NA,"ABFT21_RS08520","PP2C family protein-serine/threonine phosphatase","WP_054021934.1"
"lcl_NZ_CP166677.1_cds_WP_054021933.1_1691","rph","ABFT21_RS08525","ribonuclease PH","WP_054021933.1"
"lcl_NZ_CP166677.1_cds_WP_231638220.1_1692","rdgB","ABFT21_RS08530","RdgB/HAM1 family non-canonical purine NTP pyrophosphatase","WP_231638220.1"
"lcl_NZ_CP166677.1_cds_WP_054021931.1_1693","hemW","ABFT21_RS08535","radical SAM family heme chaperone HemW","WP_054021931.1"
"lcl_NZ_CP166677.1_cds_WP_054021930.1_1694",NA,"ABFT21_RS08540","protein-glutamate methylesterase/protein-glutamine glutaminase","WP_054021930.1"
"lcl_NZ_CP166677.1_cds_WP_054021929.1_1695","cheD","ABFT21_RS08545","chemoreceptor glutamine deamidase CheD","WP_054021929.1"
"lcl_NZ_CP166677.1_cds_WP_054021928.1_1696",NA,"ABFT21_RS08550","CheR family methyltransferase","WP_054021928.1"
"lcl_NZ_CP166677.1_cds_WP_082368545.1_1697",NA,"ABFT21_RS08555","GGDEF domain-containing protein","WP_082368545.1"
"lcl_NZ_CP166677.1_cds_WP_054021927.1_1698",NA,"ABFT21_RS08560","MinD/ParA family protein","WP_054021927.1"
"lcl_NZ_CP166677.1_cds_WP_054021926.1_1699",NA,"ABFT21_RS08565","group II truncated hemoglobin","WP_054021926.1"
"lcl_NZ_CP166677.1_cds_ABFT21_RS08570_1700",NA,"ABFT21_RS08570","Smr/MutS family protein",NA
"lcl_NZ_CP166677.1_cds_WP_054021925.1_1701","radC","ABFT21_RS08575","RadC family protein","WP_054021925.1"
"lcl_NZ_CP166677.1_cds_WP_157549192.1_1702",NA,"ABFT21_RS08580","FKBP-type peptidyl-prolyl cis-trans isomerase","WP_157549192.1"
"lcl_NZ_CP166677.1_cds_WP_393939513.1_1703","ispH","ABFT21_RS08585","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","WP_393939513.1"
"lcl_NZ_CP166677.1_cds_WP_054021922.1_1704","bfr","ABFT21_RS08590","bacterioferritin","WP_054021922.1"
"lcl_NZ_CP166677.1_cds_WP_054021921.1_1705",NA,"ABFT21_RS08595","(2Fe-2S)-binding protein","WP_054021921.1"
"lcl_NZ_CP166677.1_cds_WP_054021920.1_1706","serS","ABFT21_RS08600","serine--tRNA ligase","WP_054021920.1"
"lcl_NZ_CP166677.1_cds_WP_054021919.1_1707",NA,"ABFT21_RS08610","YCF48-related protein","WP_054021919.1"
"lcl_NZ_CP166677.1_cds_WP_054021918.1_1708",NA,"ABFT21_RS08615","VOC family protein","WP_054021918.1"
"lcl_NZ_CP166677.1_cds_WP_054021917.1_1709",NA,"ABFT21_RS08620","TlpA family protein disulfide reductase","WP_054021917.1"
"lcl_NZ_CP166677.1_cds_WP_054021916.1_1710",NA,"ABFT21_RS08625","DUF2059 domain-containing protein","WP_054021916.1"
"lcl_NZ_CP166677.1_cds_WP_054021915.1_1711",NA,"ABFT21_RS08630","GFA family protein","WP_054021915.1"
"lcl_NZ_CP166677.1_cds_WP_054021914.1_1712",NA,"ABFT21_RS08635","ABC transporter substrate-binding protein","WP_054021914.1"
"lcl_NZ_CP166677.1_cds_WP_054021913.1_1713",NA,"ABFT21_RS08640","ABC transporter ATP-binding protein","WP_054021913.1"
"lcl_NZ_CP166677.1_cds_WP_197284742.1_1714",NA,"ABFT21_RS08645","ABC transporter ATP-binding protein","WP_197284742.1"
"lcl_NZ_CP166677.1_cds_WP_082368558.1_1715",NA,"ABFT21_RS08650","helix-turn-helix transcriptional regulator","WP_082368558.1"
"lcl_NZ_CP166677.1_cds_WP_054021912.1_1716",NA,"ABFT21_RS08655","branched-chain amino acid ABC transporter permease","WP_054021912.1"
"lcl_NZ_CP166677.1_cds_WP_054021984.1_1717",NA,"ABFT21_RS08660","branched-chain amino acid ABC transporter permease","WP_054021984.1"
"lcl_NZ_CP166677.1_cds_WP_054021911.1_1718",NA,"ABFT21_RS08665","phosphoenolpyruvate hydrolase family protein","WP_054021911.1"
"lcl_NZ_CP166677.1_cds_WP_054021910.1_1719",NA,"ABFT21_RS08670","SRPBCC family protein","WP_054021910.1"
"lcl_NZ_CP166677.1_cds_WP_054021909.1_1720",NA,"ABFT21_RS08675","Tm-1-like ATP-binding domain-containing protein","WP_054021909.1"
"lcl_NZ_CP166677.1_cds_WP_054021908.1_1721",NA,"ABFT21_RS08680","tripartite tricarboxylate transporter substrate binding protein","WP_054021908.1"
"lcl_NZ_CP166677.1_cds_WP_054021907.1_1722",NA,"ABFT21_RS08685","cysteine dioxygenase family protein","WP_054021907.1"
"lcl_NZ_CP166677.1_cds_WP_369691173.1_1723",NA,"ABFT21_RS08690","mandelate racemase/muconate lactonizing enzyme family protein","WP_369691173.1"
"lcl_NZ_CP166677.1_cds_WP_054021906.1_1724",NA,"ABFT21_RS08695","carboxymuconolactone decarboxylase family protein","WP_054021906.1"
"lcl_NZ_CP166677.1_cds_WP_054021905.1_1725",NA,"ABFT21_RS08700","NAD(P)-dependent oxidoreductase","WP_054021905.1"
"lcl_NZ_CP166677.1_cds_WP_054021904.1_1726","acuI","ABFT21_RS08705","acrylyl-CoA reductase (NADPH)","WP_054021904.1"
"lcl_NZ_CP166677.1_cds_WP_054021903.1_1727",NA,"ABFT21_RS08710","class I adenylate-forming enzyme family protein","WP_054021903.1"
"lcl_NZ_CP166677.1_cds_WP_231638217.1_1728",NA,"ABFT21_RS08715","enoyl-CoA hydratase/isomerase family protein","WP_231638217.1"
"lcl_NZ_CP166677.1_cds_WP_054021902.1_1729",NA,"ABFT21_RS08720","NAD(P)/FAD-dependent oxidoreductase","WP_054021902.1"
"lcl_NZ_CP166677.1_cds_WP_054021901.1_1730",NA,"ABFT21_RS08725","Rrf2 family transcriptional regulator","WP_054021901.1"
"lcl_NZ_CP166677.1_cds_WP_054021900.1_1731",NA,"ABFT21_RS08730","MOSC domain-containing protein","WP_054021900.1"
"lcl_NZ_CP166677.1_cds_WP_054021899.1_1732",NA,"ABFT21_RS08735","nuclear transport factor 2-like protein","WP_054021899.1"
"lcl_NZ_CP166677.1_cds_WP_054021898.1_1733",NA,"ABFT21_RS08740","hypothetical protein","WP_054021898.1"
"lcl_NZ_CP166677.1_cds_WP_054021897.1_1734",NA,"ABFT21_RS08745","hypothetical protein","WP_054021897.1"
"lcl_NZ_CP166677.1_cds_WP_054021896.1_1735",NA,"ABFT21_RS08750","GNAT family N-acetyltransferase","WP_054021896.1"
"lcl_NZ_CP166677.1_cds_WP_054021895.1_1736",NA,"ABFT21_RS08755","potassium channel family protein","WP_054021895.1"
"lcl_NZ_CP166677.1_cds_WP_054021894.1_1737",NA,"ABFT21_RS08760","hypothetical protein","WP_054021894.1"
"lcl_NZ_CP166677.1_cds_WP_054021893.1_1738",NA,"ABFT21_RS08765","Spy/CpxP family protein refolding chaperone","WP_054021893.1"
"lcl_NZ_CP166677.1_cds_WP_054021892.1_1739",NA,"ABFT21_RS08770","winged helix-turn-helix domain-containing protein","WP_054021892.1"
"lcl_NZ_CP166677.1_cds_WP_054021891.1_1740",NA,"ABFT21_RS08775","sensor histidine kinase","WP_054021891.1"
"lcl_NZ_CP166677.1_cds_WP_157549188.1_1741",NA,"ABFT21_RS08780","MATE family efflux transporter","WP_157549188.1"
"lcl_NZ_CP166677.1_cds_WP_054021890.1_1742",NA,"ABFT21_RS08785","DUF3717 domain-containing protein","WP_054021890.1"
"lcl_NZ_CP166677.1_cds_WP_054021889.1_1743",NA,"ABFT21_RS08790","tryptophan--tRNA ligase","WP_054021889.1"
"lcl_NZ_CP166677.1_cds_WP_054021888.1_1744","purN","ABFT21_RS08795","phosphoribosylglycinamide formyltransferase","WP_054021888.1"
"lcl_NZ_CP166677.1_cds_WP_054021887.1_1745",NA,"ABFT21_RS08800","dimethyl sulfoxide reductase anchor subunit family protein","WP_054021887.1"
"lcl_NZ_CP166677.1_cds_WP_054021886.1_1746",NA,"ABFT21_RS08805","4Fe-4S dicluster domain-containing protein","WP_054021886.1"
"lcl_NZ_CP166677.1_cds_WP_157549202.1_1747",NA,"ABFT21_RS08810","molybdopterin oxidoreductase family protein","WP_157549202.1"
"lcl_NZ_CP166677.1_cds_WP_054021885.1_1748",NA,"ABFT21_RS08815","LysR family transcriptional regulator","WP_054021885.1"
"lcl_NZ_CP166677.1_cds_WP_082368541.1_1749",NA,"ABFT21_RS08820","AraC family transcriptional regulator","WP_082368541.1"
"lcl_NZ_CP166677.1_cds_WP_054021884.1_1750",NA,"ABFT21_RS08825","SDR family oxidoreductase","WP_054021884.1"
"lcl_NZ_CP166677.1_cds_WP_054021883.1_1751",NA,"ABFT21_RS08830","LysR family transcriptional regulator","WP_054021883.1"
"lcl_NZ_CP166677.1_cds_WP_054021882.1_1752",NA,"ABFT21_RS08835","SDR family NAD(P)-dependent oxidoreductase","WP_054021882.1"
"lcl_NZ_CP166677.1_cds_WP_054021881.1_1753",NA,"ABFT21_RS08840","mandelate racemase/muconate lactonizing enzyme family protein","WP_054021881.1"
"lcl_NZ_CP166677.1_cds_WP_054021880.1_1754",NA,"ABFT21_RS08845","tripartite tricarboxylate transporter substrate binding protein","WP_054021880.1"
"lcl_NZ_CP166677.1_cds_WP_054021879.1_1755",NA,"ABFT21_RS08850","HupE/UreJ family protein","WP_054021879.1"
"lcl_NZ_CP166677.1_cds_WP_480338951.1_1756",NA,"ABFT21_RS08855","tetratricopeptide repeat protein","WP_480338951.1"
"lcl_NZ_CP166677.1_cds_WP_054021877.1_1757",NA,"ABFT21_RS08860","hypothetical protein","WP_054021877.1"
"lcl_NZ_CP166677.1_cds_WP_054021876.1_1758",NA,"ABFT21_RS08865","DUF4331 domain-containing protein","WP_054021876.1"
"lcl_NZ_CP166677.1_cds_WP_054021875.1_1759",NA,"ABFT21_RS08870","bifunctional enoyl-CoA hydratase/phosphate acetyltransferase","WP_054021875.1"
